ce88e3e0-b429-43c9-8aed-a11b846bdbfc "1010.09,904.91,902.32,869.96,898.34,1078.47,1334.6,1397.88,1395.68,1379.41,1381.01,1372.69,1405.82,1429.34,1377.93,1385.33,1398.96,1435.0,1468.24,1618.8,1769.39,1884.36,1639.31,1300.64,1023.75,886.61,838.89,815.88,868.4,1060.06,1351.69,1425.9,1389.12,1367.36,1364.94,1352.07,1389.42,1416.65,1403.6,1396.63,1394.48,1406.13,1405.66,1529.03,1678.01,1751.33,1600.63,1264.53,1007.82,853.52,811.64,797.56,849.78,1044.51,1326.18,1391.54,1374.36,1328.61,1369.59,1343.0,1399.81,1388.24,1367.56,1394.13,1366.01,1377.9,1430.59,1512.46,1636.08,1746.12,1583.09,1255.23,997.57,875.7,814.49,805.48,862.53,1059.14,1320.03,1375.33,1351.63,1346.65,1350.74,1333.99,1380.62,1377.35,1437.62,1407.09,1413.11,1440.09,1483.2,1586.85,1757.48,1821.02,1624.7,1308.66,1036.04,898.5,848.04,851.57,902.62,1107.53,1367.78,1475.15,1492.47,1427.12,1439.89,1429.17,1446.72,1465.35,1440.66,1447.76,1468.26,1488.43,1520.19,1648.43,1768.5,1832.35,1656.73,1340.13,1078.11,917.44,884.64,858.08,917.24,1141.5,1480.16,1653.34,1666.02,1612.96,1611.35,1539.11,1540.66,1576.69,1533.89,1532.44,1559.81,1576.53,1594.33,1725.15,1899.44,1954.26,1719.73,1354.12,1081.9,940.92,870.94,862.79,902.3,1118.0,1448.0,1573.4,1557.15,1521.76,1506.55,1470.42,1477.61,1493.98,1474.99,1493.16,1498.82,1528.42,1547.68,1687.85,1819.27,1880.42,1671.18,1312.53"
3bd4cf70-f1a9-40f1-9ac1-66c7af0bfd3a "593.61,590.7,589.07,593.32,597.2,590.55,595.02,600.59,611.77,617.32,624.23,635.58,625.85,627.16,631.75,637.12,635.05,629.6,620.11,613.02,612.25,608.54,602.75,598.88,595.51,595.5,591.06,596.4,587.66,596.28,592.48,598.19,611.55,620.96,622.15,621.5,618.58,620.09,621.46,621.6,619.64,614.28,616.78,612.88,608.2,606.98,602.14,600.87,598.5,594.63,593.12,597.28,594.29,595.01,596.49,604.76,610.38,616.56,619.41,627.32,628.69,619.5,626.51,625.44,628.23,620.27,617.83,612.53,606.07,604.08,599.06,597.76,599.27,598.41,595.01,590.77,591.95,593.99,601.05,599.91,612.97,619.16,630.11,623.55,623.8,638.26,638.16,643.6,649.76,765.06,614.16,615.05,612.4,607.74,605.15,604.51,602.92,596.35,592.62,591.36,590.03,585.58,589.55,594.47,602.36,607.31,610.0,609.51,611.37,610.52,612.22,614.57,612.96,610.09,610.61,604.38,601.04,599.36,597.24,595.59,594.27,597.17,596.27,591.71,588.09,586.75,591.86,594.89,601.2,609.08,624.3,608.81,604.2,604.92,605.68,604.44,604.02,602.84,602.06,603.55,605.41,599.7,598.13,597.24,597.52,598.3,589.73,593.54,587.3,591.88,591.53,595.61,603.3,607.4,605.82,607.15,605.17,605.61,605.57,601.87,603.96,602.8,601.9,601.59,600.6,600.21,597.71,594.59"
3fb200fb-4a4b-48ff-8bc7-3efccaf8a545 "200.98,203.59,24.07,23.85,23.72,23.81,25.22,25.78,26.12,25.63,403.21,418.76,429.68,26.24,242.25,505.58,213.3,636.49,51.39,490.69,593.76,297.88,73.87,28.01,206.73,26.9,26.76,26.36,27.06,26.52,28.14,29.18,30.36,29.4,210.62,503.2,2540.15,2600.84,2365.74,2050.11,969.78,306.66,667.68,192.53,508.11,414.05,247.17,247.04,424.74,31.74,205.65,45.9,28.85,29.34,31.14,31.87,32.73,779.53,695.33,41.38,221.05,403.21,31.3,233.4,2019.79,811.02,619.4,47.77,219.03,697.81,303.89,193.2,27.72,196.23,25.43,25.15,24.92,25.11,26.63,50.53,186.67,74.61,151.08,198.95,203.18,207.88,137.14,291.47,29.07,342.92,322.02,311.02,324.95,30.07,30.77,250.46,30.19,206.31,38.44,226.36,26.11,26.2,27.86,56.47,182.47,202.87,320.33,1222.66,206.31,386.87,28.68,579.96,2912.96,1634.54,593.87,585.14,634.25,372.15,241.62,350.49,28.63,27.35,27.17,27.06,26.78,26.8,28.21,28.82,32.66,208.71,778.67,964.79,1659.89,1310.86,353.18,404.5,1124.33,187.67,275.04,397.2,391.05,394.41,572.23,114.96,117.2,28.56,27.2,26.71,26.66,26.8,28.35,28.47,29.41,29.62,29.59,421.91,30.51,393.78,198.37,405.86,404.89,915.87,213.28,30.31,67.44,525.88,259.89,211.67"
d2225740-64ec-41d8-9efe-dda467480a10 "951.84,881.68,778.59,690.59,698.16,706.74,1064.03,866.62,1014.26,994.16,1119.22,1147.45,1149.53,1215.12,1258.81,1290.31,1378.32,1423.97,1391.39,1371.86,1249.09,978.82,908.98,788.36,751.18,730.06,712.46,708.89,700.25,709.04,796.92,857.35,920.91,1041.66,1632.03,1761.25,1547.71,1217.57,1367.73,1437.63,1404.64,1668.16,1441.92,1379.64,1458.31,1118.52,863.0,824.85,752.75,704.83,699.86,688.04,677.81,710.31,821.67,867.85,1006.84,1475.15,1659.58,1427.31,1407.68,1270.17,1212.66,1295.27,1406.46,1371.25,1386.18,1281.5,1187.04,1058.38,894.18,753.64,739.14,697.52,695.44,685.38,697.67,719.36,793.02,870.79,873.16,1000.93,1059.84,1178.91,1122.3,1207.09,1360.51,1307.35,1421.41,1495.39,1499.19,1298.04,1225.83,958.09,893.75,806.59,765.97,708.89,697.51,688.86,696.35,707.94,752.8,925.63,893.45,1033.5,1113.39,1213.08,1180.69,1293.94,1344.42,1317.23,1287.59,1316.53,1234.44,1246.93,1177.03,939.16,877.7,771.65,752.86,673.08,668.16,659.61,668.04,692.76,729.09,862.32,919.09,1137.28,1225.35,1300.59,1295.35,1349.38,1329.45,1444.12,1542.77,1431.91,1412.37,1331.75,1185.39,925.26,836.02,813.81,731.96,695.56,666.64,663.41,666.11,690.71,737.47,797.0,881.19,1072.54,1290.07,1399.25,1305.19,1335.43,1474.61,1512.72,1590.12,1597.64,1453.04,1385.26,1270.59,961.84,951.81,891.68"
27b8a6c7-35a1-45eb-b267-179705991d53 "6311.98,4736.98,3687.7,3297.24,2968.16,3082.78,4876.29,7200.11,9008.49,8845.32,9151.42,9356.53,10316.7,8034.49,7544.03,7433.46,7355.57,7466.67,7501.94,6977.75,6859.98,7172.8,7287.31,7303.62,5935.03,4171.01,3248.21,2983.49,2727.8,2887.92,4135.18,6631.11,8315.73,8953.2,9382.59,9992.0,9965.25,10706.92,8832.15,7942.76,7708.49,7726.85,7696.85,7203.82,7261.84,7493.74,7746.12,7528.19,6170.41,4630.86,3543.03,3401.19,3212.52,3466.25,4543.27,7176.49,8990.86,9157.79,9687.19,10526.48,10354.04,9775.29,8255.94,7859.69,7711.91,9450.1,7748.7,7370.4,7232.22,7278.72,7389.26,7400.07,6073.01,4696.36,3451.53,3207.23,2913.97,3295.71,4475.94,7085.26,9060.94,9502.2,10124.68,10332.1,10545.38,8353.48,7825.89,7618.37,7581.84,10811.94,9680.1,7223.3,7273.04,7731.45,7706.98,7510.47,6253.35,4523.57,3426.92,3068.63,2788.12,2973.73,4308.01,6978.4,8780.5,9118.28,9560.48,10833.88,11329.95,9761.9,8365.51,7925.84,7784.14,7885.34,7788.27,7263.92,7185.58,7461.68,7547.83,7380.46,6447.12,4980.3,3759.35,3215.12,2836.82,2985.65,4111.74,6180.89,7831.17,8665.05,9037.03,9478.3,10471.94,8497.84,7659.98,7379.22,7364.06,7675.55,7601.32,7361.49,7456.58,7758.84,7631.64,7469.73,6603.27,5214.01,3949.63,3365.07,3050.84,3224.08,4187.06,6128.42,8053.7,8783.26,8978.02,9703.09,10115.69,11202.01,8622.21,7838.92,7748.92,8057.95,7875.58,8340.76,7721.6,8091.06,8635.02,7969.88"
e7d6a5d2-7551-4d7a-ae7e-4d65b31501bf "186.74,131.91,114.36,108.86,107.29,131.52,203.12,234.66,215.29,196.84,186.58,178.23,168.64,164.54,156.39,154.39,155.6,157.07,152.4,159.75,157.8,162.24,168.29,160.67,176.35,128.8,116.81,107.97,109.23,138.49,195.13,234.55,211.4,193.42,179.8,169.31,167.07,159.79,151.62,153.34,155.21,153.56,149.16,154.28,153.84,163.51,170.51,162.0,178.12,127.75,111.36,105.78,106.17,132.2,196.82,236.34,221.88,191.18,179.09,167.31,165.5,161.82,155.61,156.76,155.36,156.03,154.92,152.94,159.52,159.59,173.16,159.87,180.55,127.96,110.32,107.92,106.87,132.58,200.97,237.05,208.96,188.01,178.67,175.21,167.09,154.43,152.98,154.68,158.78,150.16,144.92,151.55,153.7,160.03,165.62,155.39,176.87,123.39,108.46,106.06,107.19,129.93,199.37,235.26,214.74,198.88,176.5,168.44,165.92,159.82,152.81,156.72,152.86,149.42,140.22,145.32,151.07,162.31,164.43,153.98,172.1,125.27,110.95,105.67,105.67,126.64,172.86,217.5,206.84,184.08,179.69,166.99,167.37,158.73,152.94,147.63,154.12,151.94,148.54,156.52,157.8,164.48,166.07,156.37,180.34,131.54,113.11,106.82,105.07,124.97,167.27,209.63,204.8,188.93,173.96,165.86,163.19,156.87,152.72,146.16,149.3,148.36,148.71,149.91,156.52,166.46,163.1,152.62"
39e40b36-b885-471b-9a03-1c730ba47725 "163.36,45.49,41.34,42.38,40.07,40.34,45.95,48.62,705.05,277.09,338.61,362.2,257.66,254.88,325.76,352.94,354.2,331.89,338.78,310.59,233.96,229.87,50.06,42.7,40.29,40.58,40.0,41.41,38.41,40.04,43.33,44.95,553.49,218.27,213.82,207.74,209.96,206.19,202.15,211.56,222.72,280.23,238.94,207.84,203.55,202.64,47.77,41.41,39.97,37.12,37.52,37.93,36.03,37.91,42.13,42.07,677.47,248.94,237.62,229.34,228.12,226.0,233.42,229.96,224.58,226.47,221.72,222.04,224.42,218.29,52.85,53.78,46.65,47.07,46.25,48.75,45.78,55.17,47.34,49.21,669.75,241.95,224.32,221.39,221.14,226.87,223.0,221.17,221.6,222.11,217.08,218.8,215.15,213.08,51.75,48.09,47.2,46.66,44.21,47.32,44.22,43.47,45.68,46.27,511.77,199.2,193.81,198.38,192.67,196.81,198.32,194.45,195.18,191.56,184.33,182.85,183.4,181.44,38.36,33.37,32.63,30.17,29.77,29.9,28.81,29.04,30.0,30.87,719.23,236.88,203.96,203.44,210.86,206.4,201.82,203.36,204.41,205.0,218.59,262.97,205.84,196.59,44.05,42.87,40.14,38.6,38.09,39.85,37.7,37.5,38.79,38.93,578.56,221.26,210.8,215.56,199.54,199.02,197.78,197.42,198.43,199.65,195.94,196.9,200.6,199.44,42.07,37.93"
62c714cb-cd27-4f1d-996b-fa0a241f630b "201.82,138.54,110.28,88.4,86.75,133.87,396.36,944.63,1014.67,976.4,953.79,978.79,961.19,975.86,1002.71,1021.97,1078.36,1209.07,1149.04,967.9,854.78,651.55,466.41,311.59,217.96,137.48,110.42,94.02,91.51,129.57,369.56,904.79,996.2,950.36,951.65,985.14,976.39,968.08,1023.1,1013.32,1058.58,1213.91,1178.28,1009.18,858.31,697.64,504.8,329.44,216.27,144.48,116.9,96.2,97.97,139.18,393.49,904.81,993.19,973.47,961.72,1135.51,1086.69,1100.01,1133.0,1137.58,1203.35,1398.7,1367.82,1187.22,1022.79,863.18,661.83,500.21,391.98,323.52,287.56,266.42,259.41,314.29,548.9,1062.5,1144.43,1103.53,1078.06,1089.21,1050.82,1057.23,1104.24,1111.83,1215.97,1350.82,1314.09,1158.01,1017.33,866.28,653.92,493.13,395.93,318.27,283.96,264.24,257.01,308.68,542.09,1091.9,1162.54,1113.95,1114.01,1161.35,1111.19,1127.51,1582.72,1201.14,1273.53,1432.64,1404.13,1230.14,1074.49,907.25,705.28,523.07,420.52,335.59,299.65,275.74,266.47,315.41,514.88,933.65,1107.56,1174.54,1203.29,1232.31,1198.03,1225.75,1227.59,1235.86,1280.56,1406.18,1377.9,1200.81,1062.01,907.74,718.71,539.73,427.76,342.53,291.63,266.97,263.59,306.98,487.45,827.25,1060.59,1185.09,1243.49,1259.18,1232.49,1281.0,1314.33,1315.56,1352.29,1417.92,1376.95,1203.67,1042.35,864.68,649.93,491.56"
edf614b8-4de1-479c-ae9a-46acb9dc09be "488.55,458.21,432.09,438.1,446.92,448.76,540.31,570.15,623.94,819.56,1079.71,1187.04,1206.3,1197.45,1199.66,1190.23,1245.86,1251.59,1260.62,1227.8,1182.74,1013.41,776.11,662.15,474.1,444.34,418.44,423.6,427.93,431.83,522.0,547.68,595.25,793.78,1030.5,1155.5,1152.35,1163.13,1162.91,1139.93,1163.42,1176.77,1205.38,1195.94,1159.42,1012.77,781.61,664.95,482.65,443.56,430.68,426.22,423.38,433.29,517.63,546.07,594.01,781.72,1057.27,1160.15,1175.91,1158.34,1197.56,1230.77,1211.53,1208.57,1241.97,1234.84,1236.17,1065.84,789.73,678.72,486.88,456.58,428.92,437.65,442.43,446.27,538.39,559.39,615.95,819.16,1121.14,1175.99,1220.32,1194.17,1266.22,1222.07,1163.92,1187.38,1194.9,1179.8,1144.56,988.43,781.98,682.55,505.44,471.76,465.27,447.26,441.88,444.73,533.25,550.19,620.07,816.21,1010.11,1125.74,1143.6,1140.23,1138.96,1119.88,1142.33,1365.84,1447.58,1433.99,1306.81,1097.24,850.17,726.51,521.2,479.9,447.48,433.19,427.05,428.7,516.21,548.16,612.53,788.48,1040.82,1235.98,1367.6,1286.03,1200.9,1173.64,1218.93,1336.12,1473.98,1444.91,1319.24,1110.26,853.85,722.12,524.59,483.8,451.44,434.69,426.68,429.05,517.93,553.09,614.65,789.17,1032.32,1236.94,1374.94,1291.46,1205.29,1157.01,1212.61,1322.83,1432.52,1386.52,1254.05,1048.93,812.15,696.44"
86fc9582-eae6-440b-a7b1-a26ac498e0a4 "NA,60683.28,371419.31,369196.98,29851.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64970.71,378617.98,379655.02,287433.36,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64716.48,380441.1,379259.9,268365.16,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64008.94,379378.99,377998.84,302361.29,13.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63722.96,384410.13,384067.78,307547.19,20.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60639.42,361424.03,364235.88,116044.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61254.42,367172.43,365900.93,138061.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
